pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,fare_amount
40.76,-74,40.79,-73.95,15
40.71,-74.01,40.69,-73.95,19
40.75,-74,40.8,-73.97,19
40.79,-73.97,40.74,-73.98,19
40.72,-73.99,40.78,-73.95,19
40.79,-73.95,40.75,-73.97,15
40.74,-73.99,40.71,-73.99,19
40.78,-73.95,40.72,-73.99,19
40.78,-73.94,40.76,-73.9,19
40.78,-73.95,40.72,-73.99,19
40.73,-74,40.69,-74,15
40.75,-73.98,40.7,-74.01,19
40.67,-73.95,40.71,-73.99,19
40.77,-73.96,40.74,-74.01,19
40.77,-73.98,40.8,-73.94,19
40.74,-73.99,40.69,-73.98,19
40.73,-74,40.79,-73.98,19
40.76,-73.96,40.72,-74.01,19
40.8,-73.97,40.73,-74,19
40.77,-73.99,40.72,-73.99,19
40.78,-73.98,40.77,-73.92,19
40.72,-73.99,40.77,-74,19
40.76,-73.97,40.74,-73.92,19
40.8,-73.96,40.8,-73.96,19
40.74,-74.01,40.79,-73.98,19
40.76,-73.98,40.73,-73.98,19
40.73,-74,40.78,-73.98,19
40.76,-73.96,40.72,-74,19
40.76,-73.98,40.78,-73.95,19
40.75,-73.99,40.78,-73.98,19
40.75,-74,40.78,-73.96,19
40.72,-73.99,40.78,-73.98,19
40.78,-73.98,40.75,-73.98,19
40.71,-74.01,40.76,-74,19
40.75,-73.99,40.71,-74.01,19
40.74,-74,40.78,-73.95,19
40.72,-74.01,40.78,-73.95,19
40.73,-73.98,40.79,-73.97,19
40.77,-73.99,40.74,-73.98,19
40.76,-73.99,40.84,-73.95,19
40.75,-73.99,40.78,-73.99,19
40.74,-73.98,40.8,-73.94,19
40.72,-74,40.77,-73.95,19
40.72,-74.01,40.76,-73.99,19
40.78,-73.96,40.73,-73.99,19
40.77,-73.96,40.74,-74,19
40.71,-74,40.76,-73.99,19
40.73,-73.99,40.79,-73.97,19
40.72,-73.94,40.74,-74,19
40.81,-73.94,40.85,-73.94,19
40.72,-74,40.77,-73.95,19
40.69,-73.99,40.75,-73.98,19
40.75,-73.95,40.79,-73.98,19
0,0,0,0,20
40.78,-73.98,40.74,-74.01,19
40.79,-73.95,40.74,-73.99,19
40.72,-73.99,40.66,-73.99,19
40.72,-73.99,40.73,-73.99,19
40.78,-73.98,40.74,-73.99,19
40.74,-73.99,40.77,-73.98,19
40.75,-73.97,40.7,-73.98,19
40.74,-74.01,40.72,-73.95,19
40.72,-73.99,40.78,-73.95,19
40.75,-74,40.71,-74.01,19
0,0,0,0,19
40.71,-73.96,40.74,-74,15
40.77,-73.96,40.8,-73.96,15
40.74,-73.98,40.76,-73.98,15
40.77,-73.96,40.69,-74,24
40.73,-73.99,40.67,-73.99,15
40.76,-73.97,40.76,-74,15
40.77,-73.99,40.75,-73.98,15
40.75,-73.99,40.78,-73.98,15
40.74,-73.99,40.77,-73.96,15
40.75,-73.98,40.78,-73.95,15
40.73,-73.99,40.73,-73.95,15
0,0,0,0,15
40.78,-73.96,40.81,-73.95,15
40.74,-73.99,40.77,-73.99,15
40.75,-74,40.8,-73.97,15
40.69,-73.96,40.72,-73.98,15
40.74,-73.98,40.71,-74.01,15
40.76,-73.99,40.76,-73.97,15
40.71,-73.93,40.67,-73.97,15
40.72,-73.99,40.76,-74,15
40.74,-74,40.7,-74.01,15
40.74,-73.99,40.76,-73.97,15
40.75,-73.98,40.74,-74.01,15
40.76,-73.96,40.72,-73.99,15
40.78,-73.97,40.75,-73.95,15
40.76,-73.95,40.78,-73.95,15
40.72,-73.99,40.75,-73.99,15
0,0,0,0,15
40.78,-73.98,40.81,-73.94,15
40.79,-73.98,40.83,-73.95,12.5
40.76,-73.97,40.77,-73.93,12.5
40.75,-74,40.75,-73.98,12.5
40.75,-73.99,40.71,-74.01,12.5
40.72,-74,40.76,-73.97,12.5
40.73,-73.98,40.78,-73.95,12.5
40.76,-73.96,40.8,-73.95,12.5
40.76,-73.97,40.73,-74,12.5
40.73,-74,40.71,-74.01,12.5
40.67,-73.99,40.69,-73.96,12.5
40.77,-73.97,40.79,-73.98,12.5
40.75,-73.98,40.77,-73.95,12.5
40.71,-74.01,40.68,-74,12.5
40.75,-73.98,40.78,-73.95,12.5
40.78,-73.96,40.82,-73.94,12.5
40.76,-73.97,40.76,-73.92,12.5
40.79,-73.98,40.76,-73.97,12.5
40.74,-73.98,40.78,-73.95,12.5
40.73,-73.99,40.76,-73.98,12.5
40.74,-74.01,40.71,-74.01,12.5
40.74,-73.99,40.76,-73.98,12.5
40.75,-73.98,40.75,-73.94,12.5
40.72,-74,40.76,-73.97,12.5
40.74,-73.98,40.77,-73.96,12.5
40.76,-73.98,40.72,-74,19.5
40.72,-73.99,40.76,-73.98,19.5
40.75,-73.94,40.72,-73.86,19.5
40.73,-74,40.78,-73.97,19.5
40.75,-74.01,40.8,-73.96,19.5
40.77,-73.96,40.73,-74,19.5
40.78,-73.95,40.84,-73.94,19.5
40.77,-73.97,40.82,-73.94,19.5
40.77,-73.99,40.72,-73.99,19.5
40.75,-73.99,40.78,-73.96,19.5
40.77,-73.99,40.72,-74,19.5
40.74,-73.98,40.72,-73.96,19.5
40.74,-73.99,40.78,-73.98,19.5
40.73,-73.99,40.77,-73.96,19.5
40.74,-73.99,40.78,-73.98,19.5
40.77,-73.99,40.73,-73.99,19.5
40.73,-74,40.76,-73.99,19.5
40.78,-73.98,40.74,-73.99,19.5
40.77,-73.99,40.73,-74,19.5
40.71,-74.02,40.68,-73.97,19.5
40.74,-73.98,40.76,-73.92,19.5
40.77,-73.99,40.83,-73.94,19.5
40.77,-73.99,40.83,-73.94,19.5
40.82,-73.96,40.77,-73.95,19.5
40.72,-73.99,40.75,-73.94,19.5
40.77,-73.99,40.73,-73.98,19.5
40.75,-73.98,40.7,-73.99,19.5
40.75,-74,40.68,-74,19.5
40.76,-73.97,40.77,-73.88,19.5
40.71,-74.02,40.78,-73.98,19.5
40.72,-74,40.77,-73.95,19.5
40.71,-73.99,40.78,-73.96,19.5
40.73,-73.98,40.71,-73.93,19.5
40.72,-74.01,40.78,-73.98,19.5
40.78,-73.98,40.73,-73.99,19.5
40.75,-73.98,40.7,-73.94,19.5
40.77,-73.97,40.74,-73.99,19.5
40.78,-73.95,40.85,-73.94,19.5
40.73,-73.99,40.75,-73.94,19.5
40.72,-73.98,40.78,-73.98,19.5
40.75,-73.99,40.8,-73.94,19.5
40.74,-73.99,40.68,-73.97,19.5
40.78,-73.95,40.76,-74,19.5
40.72,-73.99,40.78,-73.96,19.5
40.73,-73.96,40.78,-73.98,19.5
40.75,-73.99,40.8,-73.95,19.5
40.74,-73.98,40.71,-74.02,19.5
40.73,-74,40.72,-73.95,19.5
40.74,-74,40.78,-73.99,19.5
40.73,-73.99,40.79,-73.98,19.5
0,0,0,0,20
40.71,-74.01,40.68,-73.95,19.5
40.78,-73.95,40.72,-73.99,19.5
40.77,-73.96,40.74,-74.01,19.5
40.71,-73.93,40.68,-74,19.5
40.75,-74,40.72,-73.99,19.5
40.77,-73.99,40.74,-73.99,19.5
40.71,-73.96,40.69,-73.96,19.5
40.73,-73.98,40.68,-73.97,19.5
40.73,-73.99,40.8,-73.95,19.5
40.72,-73.99,40.78,-73.96,19.5
40.75,-73.99,40.77,-73.96,19.5
40.74,-73.98,40.71,-73.95,19.5
40.75,-73.97,40.71,-74.01,19.5
40.74,-73.99,40.79,-73.98,19.5
40.78,-73.95,40.77,-73.93,19.5
40.76,-73.99,40.73,-73.99,19.5
40.74,-73.99,40.81,-73.94,19.5
40.76,-73.97,40.72,-74.01,19.5
40.78,-73.98,40.85,-73.93,19.5
40.78,-73.95,40.73,-73.98,19.5
40.8,-73.97,40.87,-73.93,19.5
40.71,-74.02,40.74,-73.99,19.5
40.75,-73.99,40.7,-74.01,15.5
40.77,-73.99,40.78,-73.98,15.5
40.77,-73.98,40.75,-73.93,15.5
40.72,-74,40.77,-73.99,15.5
40.76,-73.98,40.75,-73.99,15.5
40.75,-73.99,40.76,-73.99,15.5
40.76,-73.97,40.72,-74,15.5
40.73,-73.98,40.81,-73.96,21.5
40.76,-73.97,40.77,-73.96,5.5
40.72,-74,40.77,-73.96,15.5
40.72,-73.98,40.77,-73.95,15.5
40.79,-73.98,40.83,-73.94,15.5
40.75,-73.98,40.81,-73.95,15.5
40.79,-73.97,40.83,-73.94,14.5
40.82,-73.96,40.87,-73.83,34.5
40.77,-73.96,40.76,-73.91,15.5
40.77,-73.92,40.75,-73.88,15.5
40.74,-73.98,40.77,-73.99,15.5
40.75,-73.99,40.72,-74.01,15.5
40.73,-73.99,40.78,-73.95,15.5
40.74,-74,40.77,-73.99,15.5
40.71,-74,40.76,-73.97,15.5
40.71,-74.01,40.75,-73.98,15.5
40.78,-73.98,40.74,-73.99,15.5
40.75,-73.98,40.72,-73.99,15.5
40.72,-73.99,40.78,-73.96,15.5
40.72,-73.99,40.68,-73.95,15.5
40.75,-73.98,40.77,-73.91,15.5
40.74,-73.99,40.79,-73.97,23.5
40.72,-73.99,40.67,-73.98,15.5
40.79,-73.97,40.74,-74,21
40.74,-74,40.77,-73.95,15.5
40.76,-73.99,40.8,-73.94,15.5
40.71,-74.01,40.76,-73.98,15.5
40.73,-73.99,40.78,-73.95,15.5
40.76,-73.98,40.71,-74.01,24.5
40.72,-73.99,40.77,-73.96,15.5
40.78,-73.97,40.74,-73.95,15.5
40.76,-73.97,40.81,-73.97,15.5
40.71,-74.01,40.73,-73.98,15.5
40.75,-74.01,40.79,-73.97,15.5
40.76,-74,40.73,-73.98,16.5
40.71,-74,40.75,-73.98,15.5
40.72,-73.95,40.68,-73.95,15.5
40.67,-73.95,40.71,-73.94,15.5
40.77,-73.98,40.8,-73.95,15.5
40.71,-74.01,40.75,-73.97,15.5
40.76,-73.99,40.74,-74,13
40.74,-74.01,40.78,-73.95,20
40.73,-73.98,40.79,-73.97,20
40.75,-73.99,40.71,-74.02,20
40.76,-73.98,40.73,-73.99,20
40.76,-73.95,40.75,-73.96,13
40.73,-74,40.7,-74,13
40.72,-74,40.76,-73.99,20
40.78,-73.98,40.76,-73.97,13
40.78,-73.95,40.72,-73.99,20
40.77,-73.97,40.73,-73.99,20
40.79,-73.94,40.78,-73.98,13
40.75,-73.99,40.78,-73.95,20
40.75,-73.99,40.8,-73.96,20
40.72,-73.98,40.76,-73.99,20
40.68,-73.97,40.7,-73.93,20
40.78,-73.95,40.72,-73.99,20
40.73,-74.01,40.77,-73.96,20
40.78,-73.95,40.75,-73.99,13
40.78,-73.96,40.76,-73.92,13
40.68,-73.98,40.7,-73.93,20
40.77,-73.99,40.74,-74.01,20
40.76,-73.98,40.77,-73.99,20
40.77,-73.95,40.74,-74,20
40.78,-73.98,40.73,-73.98,20
40.67,-73.99,40.71,-73.96,20
40.74,-73.99,40.68,-73.98,20
40.76,-73.99,40.8,-73.97,13
40.73,-73.99,40.77,-73.97,13
40.74,-74,40.69,-73.96,20
40.75,-73.99,40.75,-73.99,20
40.76,-73.98,40.73,-73.98,13
40.68,-73.91,40.68,-73.91,20
40.75,-73.99,40.77,-73.96,13
0,0,0,0,20
40.73,-73.99,40.76,-73.92,20
40.7,-73.92,40.66,-73.96,20
40.72,-74,40.72,-74,20
40.78,-73.96,40.72,-74,20
40.78,-73.97,40.73,-73.99,20
40.77,-73.96,40.83,-73.95,20
40.73,-73.96,40.74,-73.98,20
40.76,-73.99,40.76,-73.97,13
40.75,-74,40.77,-73.95,20
40.77,-73.95,40.74,-73.98,13
40.71,-73.95,40.69,-73.99,20
40.76,-73.96,40.73,-73.98,13
40.74,-73.98,40.72,-74.01,20
40.75,-73.98,40.72,-73.96,20
40.73,-74,40.79,-73.97,20
40.71,-74.01,40.75,-73.99,20
40.73,-74,40.76,-73.97,20
40.76,-73.98,40.7,-73.99,20
40.78,-73.98,40.72,-74,20
40.77,-73.98,40.73,-74,20
40.74,-73.99,40.72,-73.96,20
40.72,-73.96,40.67,-73.93,20
40.74,-74.01,40.77,-73.96,20
40.71,-74.02,40.77,-73.98,20
40.74,-74.01,40.8,-73.97,20
40.71,-74,40.77,-73.99,20
40.73,-74,40.77,-73.99,20
40.73,-73.99,40.78,-73.98,20
40.73,-73.99,40.78,-73.98,20
40.65,-73.78,40.71,-73.83,20
40.74,-73.98,40.71,-73.96,20
40.69,-74,40.74,-73.98,20
40.74,-73.99,40.71,-74.01,20
40.71,-74.01,40.76,-73.96,20
40.8,-73.94,40.75,-73.99,20
40.77,-73.99,40.73,-74,20
40.74,-73.99,40.8,-73.95,20
40.77,-73.92,40.74,-73.87,20
40.67,-73.97,40.71,-73.95,20
40.76,-73.99,40.71,-74.01,20
40.76,-73.97,40.76,-74,20
40.76,-73.96,40.72,-74,20
40.72,-74,40.77,-73.96,20
40.74,-73.99,40.68,-73.98,20
40.78,-73.95,40.75,-73.92,20
40.78,-73.98,40.73,-73.99,20
40.78,-73.95,40.86,-73.93,20
40.73,-74,40.79,-73.98,20
40.72,-74.01,40.76,-73.96,20
40.75,-73.99,40.76,-73.92,20
40.77,-73.97,40.74,-74.01,20
40.78,-73.95,40.84,-73.94,20
40.84,-73.94,40.77,-73.99,20
40.75,-73.97,40.82,-73.96,20
40.76,-73.92,40.69,-73.97,20
40.68,-73.97,40.74,-74,20
40.69,-73.97,40.72,-73.96,20
40.77,-73.97,40.72,-73.99,20
40.68,-73.98,40.73,-73.96,20
40.74,-73.99,40.75,-74,13
40.72,-73.99,40.75,-73.99,13
40.73,-73.99,40.75,-74,13
40.74,-74,40.71,-74.02,13
40.76,-73.98,40.78,-73.98,13
40.69,-73.99,40.66,-73.98,13
40.75,-73.98,40.75,-73.94,13
40.72,-73.99,40.75,-73.99,13
40.76,-73.97,40.73,-74,13
40.76,-73.97,40.72,-73.99,13
40.72,-73.99,40.76,-73.96,13
40.76,-73.97,40.74,-74,13
40.68,-73.97,40.68,-74.01,13
0,0,0,0,16
40.75,-73.98,40.71,-73.98,16
40.72,-73.98,40.73,-73.95,16
40.75,-74,40.76,-73.97,16
40.78,-73.95,40.82,-73.94,16
40.75,-73.98,40.73,-74,16
40.64,-73.78,40.67,-73.8,16
40.8,-73.97,40.76,-73.97,16
40.73,-73.99,40.69,-73.98,16
40.74,-73.97,40.7,-74.01,16
40.74,-74,40.69,-74,16
40.78,-73.96,40.76,-73.92,16
40.76,-73.99,40.74,-73.98,16
40.75,-73.98,40.73,-73.98,16
40.75,-73.97,40.77,-73.92,16
40.75,-74,40.76,-73.96,16
40.74,-74,40.79,-73.97,16
40.75,-73.98,40.71,-74,16
40.78,-73.98,40.77,-73.95,9.5
40.75,-74,40.71,-74.01,16
40.66,-73.79,40.66,-73.79,16
40.78,-73.98,40.76,-73.99,16
40.75,-74,40.71,-74.01,16
40.68,-73.97,40.7,-74.01,16
40.79,-73.97,40.84,-73.94,16
40.71,-73.94,40.68,-73.97,16
40.72,-74.01,40.7,-73.98,16
40.79,-73.97,40.85,-73.93,16
40.74,-73.98,40.79,-73.97,16
40.78,-73.95,40.75,-73.99,16
40.75,-73.98,40.79,-73.98,16
0,0,0,0,16
40.76,-73.92,40.78,-73.95,16
40.72,-73.99,40.75,-73.99,20.5
0,0,0,0,20.5
40.74,-73.98,40.78,-73.98,20.5
40.72,-74,40.76,-74,20.5
40.74,-74.01,40.78,-73.96,20.5
40.73,-74.01,40.8,-73.97,20.5
40.73,-73.99,40.78,-73.98,20.5
40.72,-73.99,40.71,-73.93,20.5
40.77,-73.99,40.73,-74,20.5
40.74,-73.98,40.8,-73.95,20.5
40.78,-73.95,40.72,-73.99,20.5
40.75,-73.99,40.77,-73.92,20.5
40.73,-73.99,40.73,-73.95,20.5
40.78,-73.95,40.85,-73.94,20.5
40.73,-74,40.79,-73.97,20.5
40.71,-73.95,40.66,-73.99,20.5
40.73,-73.99,40.68,-74.01,20.5
40.76,-73.99,40.74,-73.98,20.5
40.74,-74,40.69,-73.96,20.5
40.76,-73.99,40.73,-73.99,20.5
40.77,-73.99,40.71,-74.01,20.5
40.74,-73.92,40.74,-74,20.5
40.72,-74,40.76,-73.93,20.5
40.78,-73.95,40.74,-74.01,20.5
40.72,-73.98,40.75,-73.99,20.5
40.74,-74.01,40.77,-73.96,20.5
40.74,-74,40.72,-73.96,20.5
40.73,-74.01,40.78,-73.95,20.5
40.76,-73.98,40.78,-73.92,20.5
40.73,-74,40.79,-73.94,20.5
40.73,-73.99,40.79,-73.94,20.5
40.79,-73.98,40.76,-73.93,20.5
40.77,-73.97,40.75,-73.99,20.5
40.77,-73.99,40.78,-73.92,20.5
40.72,-73.99,40.71,-73.95,20.5
40.74,-73.99,40.7,-73.94,20.5
40.73,-73.99,40.69,-73.94,20.5
40.77,-73.98,40.77,-73.92,20.5
40.77,-74,40.7,-74.01,20.5
40.78,-73.96,40.74,-73.99,20.5
40.74,-74.01,40.77,-73.96,20.5
40.74,-73.98,40.77,-73.92,20.5
40.71,-73.97,40.75,-74,20.5
40.72,-73.95,40.67,-73.99,20.5
40.77,-73.99,40.83,-73.95,20.5
40.79,-73.97,40.73,-74.01,20.5
40.77,-73.98,40.75,-73.98,20.5
40.79,-73.98,40.72,-74.01,20.5
40.73,-73.98,40.68,-73.98,20.5
40.77,-73.98,40.74,-74,20.5
40.77,-73.99,40.73,-73.99,20.5
40.7,-73.99,40.76,-74,20.5
40.68,-73.94,40.72,-74.01,20.5
40.72,-74.01,40.77,-73.99,20.5
40.78,-73.95,40.73,-74,20.5
40.72,-73.98,40.75,-73.92,20.5
40.76,-73.98,40.7,-74.01,20.5
40.76,-73.99,40.81,-73.94,20.5
40.78,-73.95,40.73,-74,20.5
40.72,-73.99,40.76,-74,20.5
40.78,-73.95,40.72,-73.99,20.5
40.75,-73.97,40.81,-73.97,20.5
40.72,-73.99,40.79,-73.97,20.5
40.68,-73.97,40.74,-74,20.5
40.74,-73.99,40.72,-73.95,20.5
40.72,-74,40.78,-73.98,20.5
40.77,-73.96,40.73,-74,20.5
40.75,-73.99,40.68,-74,20.5
40.69,-73.95,40.75,-73.94,20.5
40.7,-74.01,40.73,-73.96,20.5
40.77,-73.99,40.73,-73.99,20.5
40.79,-73.95,40.74,-73.92,20.5
40.71,-74.01,40.66,-73.98,20.5
40.78,-73.98,40.73,-73.98,20.5
40.77,-74,40.73,-73.98,20.5
40.71,-74.01,40.76,-74,20.5
40.76,-73.96,40.72,-74,20.5
40.75,-74,40.71,-74.01,20.5
40.76,-73.98,40.71,-74,20.5
40.76,-73.97,40.73,-73.96,15
40.75,-73.99,40.71,-74.02,13.5
40.77,-73.99,40.73,-74.01,13.5
40.73,-74,40.75,-73.99,13.5
40.71,-73.95,40.73,-73.98,13.5
40.75,-74,40.76,-73.99,13.5
40.71,-73.94,40.75,-73.92,13.5
40.74,-73.98,40.78,-73.95,13.5
40.77,-73.99,40.72,-74,26
40.73,-73.99,40.78,-73.95,13.5
40.73,-74,40.71,-73.99,13.5
40.76,-73.99,40.73,-73.98,13.5
40.73,-74,40.69,-73.99,11
40.74,-73.99,40.76,-74,13.5
40.73,-73.99,40.71,-74.01,13.5
40.76,-73.97,40.77,-73.93,13.5
40.74,-74,40.77,-73.99,13.5
40.72,-73.99,40.68,-74.01,22
40.73,-73.99,40.75,-74,13.5
40.76,-73.98,40.73,-73.98,13.5
40.76,-73.97,40.76,-73.93,13.5
40.76,-73.97,40.76,-73.93,13.5
40.74,-73.98,40.71,-74.01,13.5
40.76,-73.93,40.75,-73.88,13.5
40.76,-73.97,40.73,-74,21
40.71,-73.99,40.78,-73.98,21
40.75,-73.99,40.72,-73.96,21
40.77,-73.97,40.73,-74,16.5
40.73,-74,40.79,-73.97,21
40.77,-73.95,40.72,-73.98,16.5
40.74,-73.99,40.67,-73.95,21
40.71,-74.01,40.77,-73.95,21
40.72,-73.99,40.74,-73.9,21
40.76,-73.99,40.79,-73.94,21
40.77,-73.96,40.72,-73.99,16.5
40.73,-73.98,40.78,-73.95,21
40.78,-73.98,40.76,-73.99,16.5
40.74,-73.98,40.76,-73.92,16.5
40.68,-73.98,40.72,-73.95,16.5
40.73,-73.98,40.78,-73.99,16.5
40.75,-73.99,40.69,-73.98,16.5
40.73,-74.01,40.66,-73.96,21
40.78,-73.98,40.84,-73.94,21
40.77,-73.99,40.86,-73.93,21
40.74,-73.99,40.79,-73.95,16.5
40.71,-74.01,40.72,-73.96,16.5
40.73,-74,40.76,-74,16.5
40.77,-73.99,40.72,-73.99,21
40.74,-74,40.77,-73.99,16.5
40.78,-73.95,40.75,-74,21
40.76,-73.98,40.71,-73.99,21
40.78,-73.95,40.84,-73.94,21
40.75,-73.98,40.8,-73.95,16.5
40.76,-74,40.76,-73.96,16.5
40.75,-73.98,40.79,-73.97,16.5
40.72,-73.99,40.77,-73.96,16.5
40.73,-74,40.78,-73.95,21
40.76,-73.99,40.81,-73.94,16.5
40.71,-74.01,40.77,-73.95,21
40.77,-73.96,40.73,-73.99,16.5
40.73,-73.99,40.78,-73.99,16.5
40.71,-74.01,40.75,-74,21
40.76,-73.99,40.71,-73.98,21
40.78,-73.98,40.75,-73.97,16.5
40.73,-73.99,40.78,-73.99,16.5
40.72,-74,40.71,-73.94,16.5
40.67,-73.97,40.72,-73.96,16.5
40.76,-73.93,40.73,-73.98,21
40.75,-73.99,40.76,-73.93,21
40.78,-73.95,40.74,-73.99,16.5
40.74,-73.99,40.71,-73.93,21
40.74,-73.99,40.8,-73.96,21
40.73,-73.99,40.78,-73.98,21
40.77,-73.87,40.71,-73.94,21
40.75,-73.98,40.71,-74.01,21
40.76,-73.93,40.74,-74.01,21
40.75,-73.99,40.71,-73.96,21
40.75,-73.98,40.82,-73.93,21
40.72,-73.98,40.78,-73.95,21
40.77,-73.99,40.71,-74.01,21
40.74,-74.01,40.72,-73.96,21
40.74,-73.99,40.78,-73.97,21
40.77,-73.99,40.86,-73.93,21
40.77,-73.95,40.85,-73.94,21
40.77,-73.99,40.77,-73.92,21
40.73,-73.99,40.67,-73.97,21
40.75,-73.97,40.71,-74.01,21
40.72,-74.01,40.77,-73.96,21
40.71,-74.01,40.78,-73.95,21
40.72,-73.99,40.78,-73.95,21
40.73,-74.01,40.78,-73.96,21
40.77,-73.99,40.72,-73.99,21
40.74,-73.99,40.71,-74,21
40.78,-73.95,40.72,-73.99,21
40.76,-73.96,40.72,-74.01,21
40.75,-73.98,40.75,-73.98,21
40.84,-73.94,40.78,-73.96,21
40.75,-74,40.82,-73.95,21
40.72,-74.01,40.77,-73.96,21
40.72,-73.94,40.68,-74,21
40.76,-73.99,40.82,-73.95,21
40.76,-73.97,40.71,-73.99,21
40.71,-74.01,40.76,-73.96,21
40.77,-73.96,40.71,-74.01,21
40.74,-73.91,40.73,-73.98,21
40.77,-73.99,40.76,-73.93,21
40.78,-73.95,40.74,-74,21
40.75,-73.99,40.7,-74.01,21
40.72,-73.99,40.78,-73.95,21
40.7,-74.01,40.77,-73.96,21
40.72,-74.01,40.78,-73.98,21
40.73,-74,40.77,-73.95,19.5
40.74,-73.99,40.77,-73.98,15
40.79,-73.96,40.74,-74,20
40.74,-74,40.76,-73.96,15.5
40.75,-74,40.77,-73.93,27
40.75,-73.99,40.71,-73.95,27
40.73,-73.99,40.8,-73.96,22
40.77,-73.87,40.83,-73.95,23.5
40.77,-73.95,40.73,-74,21.5
40.74,-74.01,40.78,-73.99,14
40.78,-73.98,40.74,-73.98,14
40.75,-73.97,40.71,-74.02,21.5
40.72,-74,40.77,-73.99,21.5
40.72,-73.99,40.77,-73.99,21.5
40.75,-74.01,40.78,-73.95,21.5
40.72,-73.99,40.75,-73.98,14
40.78,-73.98,40.78,-73.95,17
40.73,-73.99,40.7,-73.91,21.5
40.75,-73.98,40.71,-74.01,17
40.73,-74,40.78,-73.95,21.5
40.74,-73.99,40.81,-73.95,21.5
40.74,-73.98,40.77,-73.99,17
40.74,-74.01,40.72,-73.95,21.5
40.72,-73.98,40.68,-73.99,17
40.73,-74,40.78,-73.95,21.5
40.77,-73.99,40.72,-73.99,21.5
40.74,-74,40.79,-73.95,21.5
40.75,-73.98,40.69,-73.95,21.5
40.77,-73.99,40.73,-74,21.5
40.78,-73.96,40.72,-74,21.5
40.76,-73.99,40.85,-73.94,21.5
40.75,-74.01,40.71,-73.97,21.5
40.78,-73.96,40.76,-73.99,21.5
40.74,-74,40.78,-73.98,17
40.74,-73.99,40.78,-73.98,17
40.74,-74,40.79,-73.97,21.5
40.76,-73.94,40.7,-73.97,17
40.77,-73.99,40.72,-74.01,21.5
40.77,-73.99,40.78,-73.96,14
40.72,-73.99,40.74,-73.97,14
40.76,-73.98,40.71,-74.01,21.5
40.74,-74.01,40.71,-73.95,17
40.71,-74.01,40.77,-73.96,21.5
40.75,-73.97,40.72,-73.99,17
40.8,-73.97,40.78,-73.95,14
40.73,-73.95,40.77,-73.93,17
40.75,-74,40.68,-73.98,21.5
40.76,-73.97,40.77,-73.9,21.5
40.73,-74,40.75,-73.96,16
40.71,-73.96,40.75,-73.99,21.5
40.73,-74,40.78,-73.98,21.5
40.72,-73.99,40.77,-73.99,21.5
40.75,-73.98,40.76,-73.92,17
40.71,-73.95,40.67,-73.95,17
40.68,-73.98,40.74,-73.99,21.5
40.72,-74,40.77,-73.95,21.5
40.77,-73.97,40.73,-73.99,14
40.71,-74.01,40.77,-73.96,21.5
40.72,-73.94,40.73,-73.99,17
40.76,-73.97,40.72,-74.02,21.5
40.74,-74,40.77,-73.96,21.5
40.71,-73.95,40.67,-73.99,21.5
40.73,-73.98,40.79,-73.97,21.5
40.74,-73.98,40.76,-73.91,21.5
40.75,-73.99,40.71,-73.96,21.5
40.77,-73.98,40.72,-73.99,21.5
40.77,-73.95,40.75,-74,21.5
40.77,-73.95,40.73,-74.01,21.5
40.71,-74.01,40.76,-73.99,21.5
40.75,-73.99,40.68,-73.99,21.5
40.74,-74.01,40.76,-73.96,21.5
40.75,-73.98,40.81,-73.95,21.5
40.72,-74,40.79,-73.97,21.5
40.76,-73.98,40.73,-74.01,21.5
40.8,-73.95,40.87,-73.93,21.5
40.74,-73.95,40.69,-74,21.5
40.73,-73.99,40.79,-73.97,21.5
40.74,-74,40.8,-73.97,21.5
40.72,-73.99,40.78,-73.96,21.5
40.75,-73.98,40.71,-74.02,21.5
40.78,-73.95,40.71,-74.01,21.5
40.74,-73.99,40.67,-73.97,21.5
40.77,-73.96,40.71,-74.01,21.5
40.77,-73.98,40.75,-73.93,21.5
40.73,-73.98,40.78,-73.98,21.5
40.71,-74.01,40.75,-73.97,21.5
40.73,-73.98,40.8,-73.96,21.5
40.76,-73.99,40.72,-73.99,21.5
40.79,-73.97,40.73,-73.99,21.5
40.76,-73.99,40.74,-73.98,21.5
40.72,-74,40.75,-73.93,21.5
40.77,-73.97,40.71,-74,21.5
40.75,-73.97,40.7,-74.01,17
40.79,-73.94,40.76,-73.92,16
40.74,-73.99,40.75,-73.96,16
40.72,-73.95,40.75,-73.99,16
40.75,-73.97,40.71,-74.01,17
40.76,-73.97,40.71,-74.01,17
40.72,-73.99,40.73,-73.95,17
40.71,-73.95,40.68,-73.97,17
40.72,-73.99,40.74,-73.9,17
40.77,-73.99,40.81,-73.94,17
40.78,-73.95,40.76,-74,17
40.78,-73.95,40.77,-73.93,17
40.71,-74.01,40.75,-73.97,17
40.74,-74,40.77,-73.98,17
40.78,-73.98,40.83,-73.94,17
40.77,-73.95,40.74,-74,17
40.74,-73.99,40.79,-73.98,17
40.81,-73.95,40.76,-73.97,17
40.75,-74,40.77,-73.95,17
40.75,-73.98,40.77,-73.98,14
40.75,-73.97,40.8,-73.94,14
40.76,-73.93,40.76,-73.97,14
40.77,-73.99,40.72,-74.01,14
40.75,-74,40.77,-73.96,14
40.74,-74,40.76,-73.97,14
40.76,-73.97,40.75,-73.99,14
